job_title,experience_years,education_level,skills_count,industry,company_size,location,salary
Software Engineer,5,Diploma,6,Technology,Enterprise,India,31580
Frontend Developer,9,Bachelor,4,Healthcare,Large,India,63724
Data Scientist,6,Diploma,9,Technology,Enterprise,Singapore,181983
Frontend Developer,4,Diploma,9,Consulting,Enterprise,Singapore,136565
Data Analyst,2,Master,3,Finance,Enterprise,USA,181340
Data Scientist,9,Bachelor,5,Government,Large,USA,113932
Data Analyst,1,Master,15,Technology,Large,Netherlands,65747
Data Analyst,1,Bachelor,9,Finance,Large,India,38573
DevOps Engineer,7,Bachelor,2,Technology,Large,USA,194988
Cybersecurity Analyst,8,Bachelor,3,Consulting,Large,India,51740
Data Scientist,0,High School,12,Media,Medium,USA,110517
Cloud Engineer,4,High School,16,Technology,Medium,USA,95479
Data Analyst,0,Master,5,Technology,Large,UK,98746
Software Engineer,4,Master,10,Finance,Small,India,32353
DevOps Engineer,3,Diploma,15,Technology,Large,USA,160076
Cybersecurity Analyst,12,Master,14,Retail,Medium,India,72607
Cloud Engineer,6,Bachelor,14,Technology,Large,UK,187334
Data Analyst,6,Master,13,Technology,Large,USA,175114
Software Engineer,11,Diploma,16,Healthcare,Medium,Remote,163607
Software Engineer,11,Master,8,Finance,Large,Germany,254025
Software Engineer,5,Bachelor,8,Healthcare,Large,Germany,181653
Backend Developer,2,Bachelor,17,Technology,Small,USA,122503
Product Manager,9,Diploma,17,Technology,Large,Canada,246988
Software Engineer,8,Master,3,Government,Enterprise,Australia,235103
Product Manager,7,PhD,1,Technology,Large,USA,265375
Backend Developer,5,Bachelor,17,Technology,Small,Canada,106032
Data Analyst,4,Diploma,16,Technology,Large,UK,94008
Product Manager,11,Diploma,17,Consulting,Enterprise,USA,310788
Data Analyst,3,Bachelor,2,Technology,Large,USA,126316
Product Manager,2,Master,14,Technology,Small,India,30868
DevOps Engineer,4,PhD,7,Retail,Enterprise,UK,209790
Data Scientist,2,Bachelor,19,Technology,Medium,Canada,101191
Machine Learning Engineer,8,Diploma,1,Media,Large,USA,186902
Cybersecurity Analyst,5,Bachelor,17,Technology,Medium,USA,171766
Software Engineer,0,PhD,10,Healthcare,Medium,UK,128458
DevOps Engineer,6,Bachelor,6,Consulting,Small,USA,203158
Software Engineer,4,Master,7,Technology,Large,UK,186113
Data Scientist,5,Diploma,6,Technology,Large,India,40470
Machine Learning Engineer,6,Bachelor,5,Retail,Enterprise,Australia,236167
Software Engineer,3,Diploma,2,Manufacturing,Large,UK,125250
Backend Developer,2,Bachelor,18,Government,Medium,Germany,110245
Data Analyst,7,Bachelor,17,Technology,Large,UK,121371
Data Scientist,1,Bachelor,7,Technology,Large,USA,137228
Cloud Engineer,2,High School,19,Finance,Large,USA,116404
Business Analyst,2,PhD,7,Technology,Enterprise,UK,121199
Backend Developer,9,Master,7,Technology,Medium,USA,121553
Data Scientist,11,Bachelor,16,Technology,Medium,Sweden,191114
Backend Developer,2,PhD,12,Media,Medium,Netherlands,96971
Software Engineer,2,Bachelor,15,Education,Small,UK,118090
Backend Developer,5,Diploma,15,Finance,Enterprise,USA,187584
DevOps Engineer,4,Bachelor,11,Technology,Large,UK,164653
Data Analyst,8,Bachelor,2,Finance,Large,Australia,154574
Backend Developer,7,High School,3,Technology,Medium,USA,165675
DevOps Engineer,15,Master,19,Technology,Large,Sweden,285779
Data Scientist,2,Master,20,Technology,Medium,USA,171926
Data Scientist,8,Diploma,15,Government,Large,USA,274630
Business Analyst,3,Diploma,16,Consulting,Medium,Canada,81846
Software Engineer,2,High School,1,Healthcare,Medium,USA,126598
Backend Developer,3,Master,15,Technology,Large,UK,100921
Software Engineer,3,PhD,12,Consulting,Startup,Germany,130516
Software Engineer,10,Bachelor,7,Technology,Enterprise,USA,194218
Frontend Developer,1,Bachelor,7,Consulting,Medium,Canada,111820
AI Engineer,2,Diploma,11,Technology,Large,Remote,192320
DevOps Engineer,5,Bachelor,20,Government,Medium,UK,183380
Product Manager,2,Bachelor,11,Technology,Medium,India,38933
Machine Learning Engineer,14,Master,17,Technology,Startup,USA,151480
DevOps Engineer,15,PhD,3,Government,Large,Remote,350000
Backend Developer,4,Bachelor,16,Media,Large,India,39962
Frontend Developer,7,Bachelor,5,Technology,Small,Germany,144489
Backend Developer,12,Bachelor,2,Consulting,Enterprise,Remote,251558
Software Engineer,4,Bachelor,7,Media,Medium,UK,129197
DevOps Engineer,7,Bachelor,10,Technology,Large,USA,269141
Backend Developer,1,Bachelor,5,Technology,Enterprise,USA,169939
Software Engineer,0,Master,15,Technology,Large,Canada,126525
Frontend Developer,9,Bachelor,12,Healthcare,Large,Sweden,169266
DevOps Engineer,4,Bachelor,10,Retail,Medium,India,38813
Frontend Developer,15,Master,17,Education,Large,UK,219761
Backend Developer,3,PhD,20,Finance,Medium,Remote,189689
Software Engineer,1,High School,20,Technology,Small,Sweden,54992
Data Scientist,8,Bachelor,11,Technology,Medium,USA,173873
Business Analyst,14,Bachelor,8,Technology,Large,India,50603
Backend Developer,1,Bachelor,15,Technology,Startup,USA,108630
Backend Developer,2,Bachelor,2,Finance,Small,Australia,101912
Software Engineer,12,Bachelor,17,Finance,Medium,Netherlands,156203
DevOps Engineer,18,Master,6,Education,Enterprise,Sweden,250185
Software Engineer,7,Bachelor,13,Technology,Medium,USA,217291
Software Engineer,2,Diploma,8,Consulting,Large,USA,119421
Software Engineer,11,Bachelor,11,Technology,Large,UK,190852
AI Engineer,4,Bachelor,15,Government,Enterprise,India,57795
Software Engineer,2,Bachelor,13,Technology,Medium,USA,138307
Software Engineer,3,Master,18,Technology,Enterprise,USA,265586
Data Analyst,8,Diploma,18,Technology,Enterprise,India,39095
Data Analyst,5,PhD,17,Technology,Medium,USA,167985
DevOps Engineer,7,PhD,13,Technology,Large,Australia,236145
Frontend Developer,9,Bachelor,3,Technology,Small,India,45835
Software Engineer,4,Bachelor,7,Manufacturing,Large,UK,168644
Business Analyst,9,PhD,12,Technology,Medium,USA,189898
Software Engineer,5,Bachelor,4,Healthcare,Small,USA,163957
AI Engineer,3,Bachelor,11,Healthcare,Small,India,45535
AI Engineer,1,Bachelor,14,Technology,Large,Netherlands,211601
Business Analyst,4,Bachelor,18,Technology,Small,USA,115507
Backend Developer,13,Bachelor,7,Technology,Large,India,55987
Software Engineer,8,PhD,5,Media,Medium,India,51712
Software Engineer,6,Bachelor,16,Technology,Startup,Australia,138978
Software Engineer,1,Master,11,Telecom,Large,India,45436
Cybersecurity Analyst,3,Bachelor,3,Technology,Enterprise,Australia,176803
AI Engineer,7,Bachelor,16,Telecom,Enterprise,Canada,294231
Software Engineer,9,High School,11,Finance,Enterprise,India,42080
Machine Learning Engineer,8,Bachelor,10,Technology,Medium,India,72934
AI Engineer,6,Bachelor,2,Technology,Medium,Singapore,179940
Product Manager,2,Bachelor,16,Telecom,Large,USA,193241
Software Engineer,9,Bachelor,17,Technology,Large,USA,199530
Data Scientist,3,Bachelor,10,Technology,Medium,Remote,183784
Cybersecurity Analyst,9,Bachelor,18,Consulting,Medium,Australia,176676
Frontend Developer,4,Bachelor,12,Technology,Medium,Canada,121764
Software Engineer,14,Diploma,8,Government,Medium,USA,168710
Software Engineer,3,Bachelor,3,Technology,Enterprise,USA,140776
DevOps Engineer,3,Bachelor,20,Technology,Large,Remote,160161
Software Engineer,4,Bachelor,3,Technology,Enterprise,Germany,137456
Business Analyst,2,Bachelor,6,Technology,Small,USA,86485
Frontend Developer,2,Master,2,Healthcare,Medium,USA,171982
Software Engineer,2,Master,3,Technology,Medium,UK,150949
Software Engineer,11,Diploma,17,Technology,Medium,USA,239636
Software Engineer,2,Master,9,Manufacturing,Large,Australia,180916
Machine Learning Engineer,3,High School,4,Healthcare,Large,USA,153099
Frontend Developer,19,Bachelor,2,Technology,Medium,USA,223747
Machine Learning Engineer,9,High School,9,Technology,Startup,Remote,161393
Frontend Developer,9,Bachelor,14,Consulting,Startup,Netherlands,83940
Data Analyst,17,High School,11,Manufacturing,Enterprise,India,37050
Backend Developer,4,Bachelor,2,Technology,Medium,UK,130997
Software Engineer,0,Bachelor,2,Consulting,Medium,India,32387
DevOps Engineer,8,Bachelor,5,Media,Large,USA,284106
Software Engineer,4,Bachelor,7,Finance,Enterprise,India,54397
Data Scientist,19,High School,4,Consulting,Large,USA,182865
Data Scientist,0,Bachelor,14,Government,Large,Germany,149974
Frontend Developer,2,Master,2,Technology,Large,India,46249
AI Engineer,3,Bachelor,12,Technology,Large,Remote,248525
Backend Developer,4,Bachelor,10,Technology,Large,India,51242
Backend Developer,1,Diploma,1,Technology,Medium,USA,113095
Software Engineer,6,Diploma,19,Education,Large,Canada,193445
Data Analyst,3,Master,16,Technology,Medium,UK,89572
Software Engineer,10,Diploma,15,Technology,Large,Germany,131625
Software Engineer,12,High School,14,Technology,Large,India,49015
AI Engineer,3,Bachelor,9,Education,Medium,Canada,168415
Data Scientist,7,Bachelor,15,Technology,Large,USA,256751
DevOps Engineer,5,Master,7,Technology,Medium,Canada,218916
Backend Developer,4,Bachelor,4,Manufacturing,Small,India,36541
DevOps Engineer,1,Bachelor,18,Technology,Medium,Canada,135725
Software Engineer,4,Bachelor,8,Healthcare,Large,India,41798
Business Analyst,9,Bachelor,12,Technology,Large,USA,125812
Backend Developer,6,Bachelor,15,Retail,Medium,Canada,148344
Software Engineer,2,Bachelor,15,Technology,Startup,Singapore,118418
Software Engineer,1,Bachelor,17,Telecom,Medium,USA,134855
Frontend Developer,4,Bachelor,2,Technology,Large,USA,184612
Software Engineer,2,Bachelor,12,Technology,Small,Remote,141823
DevOps Engineer,2,Master,3,Healthcare,Startup,Germany,156057
Data Analyst,2,PhD,7,Consulting,Enterprise,Singapore,136743
Data Analyst,5,Bachelor,6,Technology,Enterprise,Germany,122136
Software Engineer,7,Master,14,Technology,Enterprise,UK,152546
Software Engineer,2,High School,5,Technology,Small,Germany,66288
AI Engineer,2,Bachelor,4,Technology,Medium,Canada,162970
AI Engineer,1,Bachelor,15,Media,Large,Germany,146606
Data Analyst,5,Bachelor,7,Retail,Large,USA,162507
DevOps Engineer,9,Bachelor,3,Technology,Startup,Germany,217572
Software Engineer,4,Bachelor,13,Finance,Large,USA,243447
Software Engineer,7,Master,10,Technology,Enterprise,India,65660
Software Engineer,11,Bachelor,2,Technology,Large,Remote,157811
Data Analyst,5,Bachelor,12,Consulting,Medium,Remote,113900
Software Engineer,2,Bachelor,12,Healthcare,Large,India,51252
Data Scientist,2,Bachelor,19,Consulting,Large,Germany,119002
Data Analyst,2,High School,19,Telecom,Medium,India,25000
Software Engineer,15,Bachelor,3,Consulting,Enterprise,India,95926
DevOps Engineer,19,PhD,6,Finance,Small,Singapore,207201
Cloud Engineer,3,Bachelor,2,Finance,Small,Germany,105824
Data Scientist,10,High School,13,Consulting,Large,Australia,151823
Data Analyst,11,Bachelor,9,Consulting,Small,Singapore,87127
Machine Learning Engineer,1,Diploma,13,Technology,Enterprise,Remote,133735
Backend Developer,15,Master,14,Finance,Enterprise,USA,350000
Data Analyst,4,High School,19,Healthcare,Large,USA,130001
Machine Learning Engineer,3,Bachelor,11,Finance,Large,UK,82397
Product Manager,1,Bachelor,14,Technology,Large,India,63319
Frontend Developer,16,Bachelor,16,Technology,Enterprise,India,85086
AI Engineer,5,Bachelor,10,Consulting,Large,India,71273
Backend Developer,14,Bachelor,20,Healthcare,Small,India,43399
Backend Developer,11,Diploma,16,Technology,Large,Canada,191983
DevOps Engineer,3,Bachelor,2,Technology,Medium,USA,186375
Backend Developer,5,Master,16,Technology,Large,Netherlands,189552
Frontend Developer,2,Diploma,14,Manufacturing,Medium,UK,116991
Data Analyst,3,Diploma,18,Finance,Medium,Germany,97131
Software Engineer,6,Bachelor,6,Education,Large,Sweden,133428
Software Engineer,8,Bachelor,7,Technology,Small,USA,165934
Frontend Developer,0,Bachelor,13,Technology,Large,Canada,110297
Cybersecurity Analyst,0,Bachelor,2,Consulting,Enterprise,USA,194526
Software Engineer,3,Master,15,Finance,Startup,Canada,138530
Data Analyst,6,Diploma,17,Retail,Small,USA,107866
Data Scientist,12,PhD,13,Consulting,Large,USA,350000
Data Scientist,5,High School,7,Technology,Enterprise,UK,121276
Data Analyst,4,Master,1,Technology,Enterprise,USA,217181
Frontend Developer,7,Bachelor,3,Technology,Large,Singapore,190906
Software Engineer,2,High School,20,Technology,Large,Germany,96663
Cloud Engineer,5,Master,18,Technology,Large,UK,207864
Cloud Engineer,4,Bachelor,7,Technology,Large,USA,338663
Frontend Developer,5,Master,17,Media,Large,Canada,201397
Software Engineer,11,Diploma,12,Technology,Enterprise,India,60971
AI Engineer,1,Bachelor,16,Technology,Large,USA,230788
Software Engineer,4,Bachelor,10,Media,Large,Remote,187697
Data Analyst,8,Master,16,Telecom,Large,India,44627
Software Engineer,7,Master,20,Finance,Enterprise,Germany,207688
Backend Developer,1,Bachelor,18,Technology,Medium,Canada,167437
Data Scientist,0,Bachelor,15,Technology,Startup,USA,124347
Data Analyst,8,Master,11,Finance,Medium,Australia,133709
Software Engineer,1,Bachelor,18,Technology,Medium,Netherlands,94682
Data Analyst,5,Diploma,6,Media,Large,India,29932
Software Engineer,10,Bachelor,1,Technology,Medium,USA,251981
Software Engineer,1,Master,7,Education,Startup,USA,155284
Backend Developer,15,High School,12,Technology,Medium,USA,184221
Software Engineer,7,Master,20,Technology,Large,Netherlands,198615
Cybersecurity Analyst,25,Bachelor,4,Technology,Enterprise,India,126845
Software Engineer,3,High School,10,Consulting,Enterprise,USA,149510
Cloud Engineer,12,Master,2,Finance,Medium,USA,179391
Data Analyst,3,Master,9,Technology,Startup,USA,127481
AI Engineer,5,Bachelor,10,Manufacturing,Large,Sweden,189442
Data Scientist,2,Master,20,Technology,Medium,UK,161094
Data Analyst,4,PhD,11,Consulting,Medium,India,34124
Data Scientist,9,Bachelor,14,Education,Medium,Sweden,218621
Data Scientist,15,Master,3,Finance,Medium,India,86885
Product Manager,2,Bachelor,1,Healthcare,Large,India,49863
Cybersecurity Analyst,5,Bachelor,7,Manufacturing,Enterprise,USA,190151
Software Engineer,3,Diploma,4,Finance,Large,Remote,159571
Product Manager,5,PhD,7,Technology,Enterprise,India,80544
Software Engineer,10,PhD,16,Technology,Enterprise,Netherlands,236205
Software Engineer,3,Bachelor,10,Healthcare,Large,USA,106331
Data Analyst,7,High School,15,Technology,Large,Canada,102546
Frontend Developer,2,Diploma,16,Education,Enterprise,Sweden,102784
Cybersecurity Analyst,11,Bachelor,6,Government,Large,Remote,202980
Data Scientist,8,Diploma,4,Healthcare,Enterprise,USA,259974
Software Engineer,2,Master,4,Technology,Large,USA,213049
Data Analyst,2,Master,4,Finance,Medium,Remote,120084
Frontend Developer,12,Bachelor,17,Manufacturing,Large,Germany,211808
Backend Developer,18,Bachelor,13,Finance,Large,Australia,181996
Cloud Engineer,2,Bachelor,2,Retail,Large,India,43027
Data Scientist,9,Bachelor,20,Retail,Startup,USA,122823
Business Analyst,3,Bachelor,6,Manufacturing,Small,Canada,76967
Cloud Engineer,12,Bachelor,1,Education,Large,Germany,268058
Frontend Developer,3,Bachelor,8,Education,Enterprise,Singapore,128723
Software Engineer,8,Bachelor,18,Technology,Enterprise,India,67723
Business Analyst,5,Master,4,Technology,Enterprise,USA,138655
Data Scientist,0,Master,5,Technology,Small,Canada,162889
Data Analyst,2,Diploma,5,Healthcare,Large,Canada,124910
Software Engineer,8,Bachelor,15,Government,Medium,USA,174850
DevOps Engineer,7,Diploma,10,Technology,Startup,USA,173737
Data Scientist,6,Bachelor,8,Telecom,Small,India,41727
Software Engineer,15,Bachelor,7,Technology,Large,USA,303887
DevOps Engineer,9,Bachelor,12,Technology,Large,USA,271457
Cloud Engineer,8,Master,11,Healthcare,Medium,Singapore,149775
Data Scientist,0,Master,13,Technology,Startup,USA,71667
Data Analyst,9,Bachelor,15,Healthcare,Medium,Canada,126583
Software Engineer,1,Bachelor,17,Consulting,Enterprise,USA,181911
Data Analyst,4,PhD,18,Technology,Small,Germany,116482
Software Engineer,1,Bachelor,8,Consulting,Large,India,41088
Backend Developer,7,Bachelor,6,Government,Medium,UK,114825
Product Manager,10,Diploma,11,Government,Large,Canada,201384
Software Engineer,4,Bachelor,9,Consulting,Enterprise,USA,204298
Software Engineer,4,Bachelor,5,Technology,Enterprise,USA,227920
Software Engineer,2,Diploma,7,Finance,Large,India,25000
Data Scientist,10,Master,15,Consulting,Large,India,75116
Software Engineer,1,Bachelor,4,Technology,Medium,USA,133536
AI Engineer,5,Bachelor,19,Finance,Large,India,72924
Frontend Developer,4,Bachelor,13,Technology,Large,UK,135799
Machine Learning Engineer,6,Bachelor,1,Media,Large,UK,212655
Data Scientist,8,Master,1,Government,Enterprise,Canada,276978
Data Scientist,4,Bachelor,14,Technology,Large,Remote,162849
Software Engineer,9,Master,9,Technology,Medium,India,56957
Machine Learning Engineer,4,Bachelor,12,Technology,Small,UK,140584
Software Engineer,6,Bachelor,18,Telecom,Small,USA,176180
Cloud Engineer,1,Master,9,Healthcare,Enterprise,UK,188490
Software Engineer,3,Master,8,Finance,Enterprise,India,53157
Frontend Developer,1,PhD,14,Technology,Large,India,36150
DevOps Engineer,5,Bachelor,9,Technology,Medium,India,51280
DevOps Engineer,8,High School,20,Consulting,Medium,USA,152086
Software Engineer,4,Bachelor,2,Technology,Enterprise,USA,150828
DevOps Engineer,4,Bachelor,1,Finance,Small,India,29198
Data Analyst,6,Bachelor,13,Technology,Medium,India,39379
Backend Developer,7,Bachelor,10,Technology,Small,India,33316
Product Manager,0,Master,8,Finance,Enterprise,USA,283126
Frontend Developer,3,Diploma,7,Manufacturing,Enterprise,India,34870
Data Analyst,1,Master,12,Media,Enterprise,Canada,125606
Software Engineer,3,Bachelor,17,Technology,Medium,Netherlands,117169
Data Analyst,13,Master,12,Technology,Medium,India,44713
Cloud Engineer,8,Bachelor,16,Technology,Large,UK,143493
Software Engineer,4,Bachelor,10,Consulting,Medium,Germany,132701
Data Scientist,16,Bachelor,12,Technology,Large,Australia,253361
Data Analyst,6,Master,11,Technology,Large,USA,165064
Data Analyst,22,Diploma,14,Media,Large,Sweden,163221
Software Engineer,5,Bachelor,20,Technology,Startup,USA,158943
Backend Developer,3,Bachelor,13,Technology,Large,USA,212475
Software Engineer,1,Bachelor,2,Technology,Medium,Canada,112561
Cybersecurity Analyst,7,Master,20,Technology,Medium,Remote,168927
Data Analyst,3,Bachelor,7,Technology,Medium,UK,76809
Software Engineer,5,Bachelor,1,Technology,Large,Canada,152923
Data Analyst,7,Bachelor,3,Telecom,Large,Singapore,149347
Cybersecurity Analyst,2,Bachelor,20,Technology,Small,USA,121557
Software Engineer,6,Bachelor,12,Technology,Enterprise,Remote,231033
Software Engineer,4,Master,5,Technology,Large,India,48717
Software Engineer,1,Master,12,Healthcare,Large,USA,144337
Backend Developer,7,PhD,3,Finance,Enterprise,Remote,274805
Software Engineer,8,Bachelor,20,Healthcare,Medium,Germany,138201
Data Analyst,12,Bachelor,5,Technology,Enterprise,USA,197741
Data Analyst,1,Bachelor,1,Finance,Large,USA,111593
DevOps Engineer,18,Bachelor,16,Finance,Enterprise,Netherlands,228203
Software Engineer,2,Bachelor,9,Consulting,Small,UK,103500
Software Engineer,0,Master,10,Consulting,Enterprise,UK,145022
Data Analyst,5,Bachelor,10,Technology,Startup,USA,221545
DevOps Engineer,6,Bachelor,13,Technology,Enterprise,UK,236643
Software Engineer,4,Diploma,16,Finance,Small,Singapore,106004
Data Analyst,1,Bachelor,20,Technology,Small,India,25000
Product Manager,3,Bachelor,4,Technology,Large,India,36548
Product Manager,6,Bachelor,14,Education,Small,India,41423
Backend Developer,20,Bachelor,17,Retail,Large,USA,282843
Backend Developer,1,Diploma,5,Healthcare,Medium,India,27651
Data Analyst,3,Bachelor,13,Healthcare,Large,Canada,114505
Cybersecurity Analyst,1,Bachelor,3,Technology,Startup,India,36524
AI Engineer,3,Bachelor,5,Consulting,Enterprise,UK,226161
Backend Developer,4,Bachelor,16,Media,Large,India,51354
Frontend Developer,10,Bachelor,19,Technology,Large,India,53696
Data Analyst,6,Diploma,19,Technology,Enterprise,India,36605
Backend Developer,13,Bachelor,17,Education,Medium,USA,274750
Machine Learning Engineer,4,Master,18,Government,Enterprise,UK,254693
DevOps Engineer,0,Bachelor,18,Technology,Medium,USA,175265
Software Engineer,6,Bachelor,8,Technology,Large,UK,186470
Data Scientist,0,Master,18,Technology,Enterprise,Germany,133447
Backend Developer,9,Bachelor,9,Technology,Small,USA,164906
AI Engineer,4,Bachelor,19,Finance,Large,USA,239808
Software Engineer,2,Master,10,Media,Large,Remote,350000
Data Scientist,1,Master,2,Consulting,Small,India,36042
Backend Developer,3,Diploma,17,Technology,Enterprise,India,34959
Software Engineer,4,Bachelor,13,Consulting,Enterprise,USA,216406
Software Engineer,16,Master,11,Healthcare,Small,Australia,229201
Cybersecurity Analyst,4,PhD,16,Government,Medium,UK,162372
Backend Developer,5,Bachelor,20,Technology,Medium,USA,162127
Cybersecurity Analyst,4,Bachelor,7,Manufacturing,Large,India,57349
Data Analyst,5,Bachelor,3,Finance,Startup,UK,129278
Frontend Developer,5,Bachelor,16,Technology,Enterprise,USA,178742
Product Manager,4,Bachelor,19,Finance,Medium,USA,176456
Cloud Engineer,2,Master,20,Retail,Enterprise,USA,251351
Data Analyst,8,Bachelor,16,Technology,Enterprise,India,44025
Frontend Developer,1,Bachelor,2,Manufacturing,Enterprise,USA,138256
Cloud Engineer,7,High School,14,Healthcare,Enterprise,Remote,147036
Frontend Developer,8,PhD,20,Healthcare,Small,India,52063
Data Analyst,0,High School,10,Finance,Enterprise,USA,109854
Backend Developer,1,Bachelor,19,Retail,Large,India,44513
Software Engineer,0,PhD,11,Technology,Large,India,44053
Backend Developer,11,Bachelor,18,Technology,Large,India,70332
AI Engineer,3,PhD,11,Finance,Large,USA,219824
Cloud Engineer,11,Bachelor,9,Technology,Large,USA,300047
Data Scientist,3,Bachelor,19,Technology,Large,Netherlands,152044
Data Scientist,2,Bachelor,20,Healthcare,Large,India,46674
Cloud Engineer,2,PhD,10,Finance,Startup,Sweden,138341
Software Engineer,5,Bachelor,3,Consulting,Startup,India,40768
Frontend Developer,8,Bachelor,3,Consulting,Medium,USA,175499
Frontend Developer,5,Master,8,Manufacturing,Large,India,46455
Data Scientist,9,Bachelor,6,Retail,Large,Remote,186788
Software Engineer,4,Bachelor,20,Retail,Enterprise,Sweden,179529
Data Analyst,4,Master,1,Technology,Large,India,33952
DevOps Engineer,2,PhD,20,Finance,Medium,USA,248546
Backend Developer,2,PhD,6,Finance,Medium,USA,158902
Software Engineer,8,Master,2,Technology,Large,Canada,273573
Backend Developer,1,Bachelor,19,Technology,Enterprise,USA,126471
Product Manager,3,Bachelor,7,Finance,Startup,Australia,155879
AI Engineer,8,PhD,11,Technology,Large,India,100562
Backend Developer,1,Bachelor,11,Finance,Startup,India,36877
DevOps Engineer,12,Master,4,Consulting,Small,USA,196531
Software Engineer,2,Bachelor,20,Technology,Medium,USA,136332
Software Engineer,12,Diploma,16,Technology,Large,India,52724
Backend Developer,1,Bachelor,5,Finance,Large,USA,161916
Product Manager,8,PhD,7,Technology,Large,USA,349180
Data Analyst,3,Bachelor,16,Government,Large,USA,132030
Software Engineer,17,Diploma,15,Government,Enterprise,Australia,309813
Backend Developer,4,Bachelor,5,Consulting,Medium,India,52263
Frontend Developer,1,Bachelor,1,Finance,Small,UK,92400
Machine Learning Engineer,7,Bachelor,20,Finance,Enterprise,USA,332821
Software Engineer,3,Bachelor,9,Manufacturing,Medium,USA,165249
Data Analyst,7,Master,5,Technology,Small,Singapore,118717
Business Analyst,11,Diploma,6,Technology,Large,India,44333
Frontend Developer,8,Diploma,3,Media,Large,USA,159575
Software Engineer,0,Bachelor,6,Finance,Enterprise,USA,150970
Software Engineer,1,Bachelor,8,Technology,Large,USA,138199
Software Engineer,6,Diploma,6,Technology,Large,UK,186622
Data Analyst,6,PhD,16,Healthcare,Enterprise,UK,184305
Software Engineer,1,Diploma,16,Consulting,Small,USA,93713
Cloud Engineer,2,Bachelor,3,Retail,Enterprise,Germany,143409
AI Engineer,12,PhD,17,Healthcare,Large,USA,350000
AI Engineer,2,Bachelor,6,Technology,Medium,Sweden,166129
Data Analyst,8,Master,6,Consulting,Large,USA,233869
Software Engineer,10,Bachelor,19,Finance,Medium,India,53175
Frontend Developer,2,Master,20,Healthcare,Startup,India,35918
Machine Learning Engineer,4,Diploma,15,Consulting,Medium,Canada,160230
Backend Developer,8,Bachelor,19,Consulting,Large,USA,205061
Software Engineer,0,Diploma,2,Technology,Large,USA,111939
Data Scientist,3,Master,8,Consulting,Large,Australia,201793
Cybersecurity Analyst,11,PhD,7,Finance,Small,Remote,214346
Frontend Developer,6,Diploma,8,Technology,Small,India,31785
Backend Developer,6,Diploma,13,Retail,Medium,India,39809
Software Engineer,9,Bachelor,15,Technology,Startup,USA,226449
Backend Developer,3,Bachelor,12,Finance,Large,Canada,133423
Frontend Developer,1,Bachelor,15,Retail,Startup,USA,127403
Data Analyst,6,Master,14,Consulting,Large,USA,207291
Data Analyst,3,Master,7,Healthcare,Small,UK,186171
Software Engineer,3,Bachelor,17,Consulting,Startup,India,36053
AI Engineer,1,Master,5,Manufacturing,Medium,USA,194804
Software Engineer,7,Bachelor,20,Consulting,Large,Remote,242330
Data Analyst,4,Diploma,10,Finance,Large,USA,130224
Software Engineer,1,PhD,19,Consulting,Medium,USA,116988
Product Manager,10,Master,18,Government,Medium,USA,281831
AI Engineer,3,Bachelor,10,Media,Medium,Germany,152222
Frontend Developer,7,Bachelor,2,Technology,Large,USA,164591
Frontend Developer,14,Bachelor,6,Finance,Large,India,76519
Backend Developer,9,Bachelor,3,Healthcare,Enterprise,Australia,210225
Software Engineer,13,Master,19,Education,Small,Netherlands,148356
Product Manager,9,Bachelor,5,Telecom,Large,USA,248016
Software Engineer,3,Diploma,7,Healthcare,Large,USA,162184
Frontend Developer,2,Master,7,Technology,Enterprise,India,43677
DevOps Engineer,3,Bachelor,10,Finance,Medium,India,40658
Backend Developer,3,Diploma,1,Healthcare,Enterprise,UK,103000
Data Scientist,11,Master,11,Technology,Small,USA,350000
Data Analyst,3,Bachelor,7,Healthcare,Large,USA,140544
Cybersecurity Analyst,1,Bachelor,6,Retail,Large,UK,157679
Backend Developer,5,Master,6,Technology,Medium,USA,184851
Machine Learning Engineer,5,High School,13,Healthcare,Large,UK,138038
Data Analyst,2,Bachelor,16,Technology,Small,USA,73600
Frontend Developer,3,High School,13,Healthcare,Enterprise,Canada,133429
Cybersecurity Analyst,13,Diploma,2,Media,Large,Australia,250395
Data Analyst,7,Bachelor,19,Finance,Large,USA,156458
Cybersecurity Analyst,3,Diploma,19,Finance,Medium,USA,109276
Software Engineer,2,Bachelor,19,Retail,Medium,Canada,107846
DevOps Engineer,18,Bachelor,18,Media,Large,USA,302514
Software Engineer,15,PhD,6,Government,Large,Germany,314325
Software Engineer,9,Bachelor,2,Technology,Medium,Canada,175356
Backend Developer,4,Bachelor,19,Media,Small,India,25013
Software Engineer,2,PhD,6,Retail,Large,Canada,180726
Frontend Developer,2,Bachelor,20,Technology,Medium,India,31049
Frontend Developer,4,Diploma,15,Technology,Large,India,34197
Machine Learning Engineer,3,Bachelor,6,Healthcare,Large,Netherlands,195111
Backend Developer,4,Bachelor,3,Technology,Medium,USA,180552
Software Engineer,4,Bachelor,11,Technology,Medium,USA,189857
Backend Developer,2,Diploma,8,Telecom,Medium,USA,123194
Software Engineer,2,Bachelor,18,Technology,Large,Sweden,142994
Cybersecurity Analyst,3,Master,17,Telecom,Enterprise,India,50129
Backend Developer,4,Master,19,Technology,Medium,Canada,143690
Software Engineer,13,Master,19,Consulting,Startup,India,61651
